1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 1
 spin=1 k-point=1/2404 Cartesian=0.0000000 0.0000000 0.0000000 (2225 plane wave)
 1 -3.502494235156676 0.0004166666666666862
 2 2.050421564444339 0.0004166666655920844
 3 2.714050752227719 0.0004166658475375896
 4 16.48228078512388 0.000000000000000
 5 16.48228082764317 0.000000000000000
 6 16.81596145427951 0.000000000000000
 7 16.81596149497728 0.000000000000000
 8 17.62730744582585 0.000000000000000
 9 18.79088771634143 0.000000000000000
 10 19.89760535880350 0.000000000000000
 11 20.27183660153862 0.000000000000000
 12 22.19078440836766 0.000000000000000

 spin=1 k-point=2/2404 Cartesian=0.01613610283310360 0.009316183314363844 0.000000000000000 (2233 plane wave)
 1 -3.450845707600890 0.0008333333333333723
 2 2.102415302484669 0.0008333333297185783
 3 2.763614958215294 0.0008333306440506283
 4 15.03045430076444 0.000000000000000
 5 15.64712573338799 0.000000000000000
 6 16.51816282681271 0.000000000000000
 7 17.75386532368570 0.000000000000000
 8 18.62271273829262 0.000000000000000
 9 19.52315141623406 0.000000000000000
 10 19.94837070279280 0.000000000000000
 11 20.23574574492973 0.000000000000000
 12 20.69421479872533 0.000000000000000

 spin=1 k-point=3/2404 Cartesian=0.03227220566620678 0.01863236662872745 0.000000000000000 (2221 plane wave)
 1 -3.295918661520865 0.0008333333333333723
 2 2.258379460948510 0.0008333333161373724
 3 2.911964185677000 0.0008333214782570306
 4 13.21747312648366 0.000000000000000
 5 14.76863207571658 0.000000000000000
 6 15.78599659338685 0.000000000000000
 7 18.85537830513073 0.000000000000000
 8 18.93676282160405 0.000000000000000
 9 18.93733935292122 0.000000000000000
 10 19.94988057232859 0.000000000000000
 11 20.10709752950379 0.000000000000000
 12 20.26542671274115 0.000000000000000

 spin=1 k-point=4/2404 Cartesian=0.04840830849931455 0.02794854994309371 0.000000000000000 (2219 plane wave)
 1 -3.037771429776581 0.0008333333333333723
 2 2.518257947803005 0.0008333331020920053
 3 3.157853577668257 0.0008331947462915118
 4 11.45885606371804 0.000000000000000
 5 13.98962902758883 0.000000000000000
 6 15.02026073542385 0.000000000000000
 7 17.07197776442900 0.000000000000000
 8 17.62268530306008 0.000000000000000
 9 19.78432889902581 0.000000000000000
 10 19.98133345646718 0.000000000000000
 11 20.15910279512842 0.000000000000000
 12 20.30459465965976 0.000000000000000

 spin=1 k-point=5/2404 Cartesian=0.06454441133241774 0.03726473325745732 0.000000000000000 (2209 plane wave)
 1 -2.676511201325631 0.0008333333333333723
 2 2.881937693357067 0.0008333245531714266
 3 3.498162356750077 0.0008291878835327245
 4 9.790826838552093 0.000000000000000
 5 13.31353546253552 0.000000000000000
 6 14.24274433925077 0.000000000000000
 7 15.37428841935069 0.000000000000000
 8 16.23362052016734 0.000000000000000
 9 19.15277153311081 0.000000000000000
 10 19.31205673922324 0.000000000000000
 11 19.94829276419621 0.000000000000000
 12 20.08819179948851 0.000000000000000

 spin=1 k-point=6/2404 Cartesian=0.08068051416552094 0.04658091657182093 0.000000000000000 (2209 plane wave)
 1 -2.212312916815139 0.0008333333333333723
 2 3.349204444693270 0.0008323950542102889
 3 3.924076522627418 0.0006155946016108220
 4 8.231142012460552 0.000000000000000
 5 12.74109046327586 0.000000000000000
 6 13.37113151249438 0.000000000000000
 7 13.77290894473449 0.000000000000000
 8 15.06953791342857 0.000000000000000
 9 18.58565511525118 0.000000000000000
 10 18.74330052390916 0.000000000000000
 11 19.36949436103395 0.000000000000000
 12 19.92678029258068 0.000000000000000

 spin=1 k-point=7/2404 Cartesian=0.09681661699862412 0.05589709988618454 0.000000000000000 (2214 plane wave)
 1 -1.645456465299433 0.0008333333333333723
 2 3.919630128723390 0.0006226702071474394
 3 4.399149363915439 1.988266940952796e-05
 4 6.819214616350981 0.000000000000000
 5 12.27220260249567 0.000000000000000
 6 12.27256150071276 0.000000000000000
 7 12.31941034099726 0.000000000000000
 8 14.25609247640466 0.000000000000000
 9 18.11947037609721 0.000000000000000
 10 18.27692841524585 0.000000000000000
 11 18.89627368944747 0.000000000000000
 12 19.73065563887223 0.000000000000000

