1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 1
 spin=1 k-point=1/2404 Cartesian=0.0000000 0.0000000 0.0000000 (1303 plane wave)
 1 -3.627060018019338 0.0004166666666666862
 2 1.720178530914351 0.0004166666666666860
 3 2.225191977396611 0.0004166666666653450
 4 15.29395080696060 0.000000000000000
 5 15.29395082204257 0.000000000000000
 6 15.72869305871853 0.000000000000000
 7 15.72869307091334 0.000000000000000
 8 16.59731787383322 0.000000000000000
 9 17.57506434119173 0.000000000000000
 10 18.55696220212458 0.000000000000000
 11 19.09813475550923 0.000000000000000
 12 20.85496957005700 0.000000000000000

 spin=1 k-point=2/2404 Cartesian=0.01573821877063908 0.009086464843793695 0.000000000000000 (1301 plane wave)
 1 -3.577870216299387 0.0008333333333333723
 2 1.769596301757274 0.0008333333333333720
 3 2.272784257668261 0.0008333333333264240
 4 13.98269361750935 0.000000000000000
 5 14.54607326148599 0.000000000000000
 6 15.43951244699269 0.000000000000000
 7 16.57548866828522 0.000000000000000
 8 17.49062203901351 0.000000000000000
 9 18.26065410880388 0.000000000000000
 10 18.59101910756053 0.000000000000000
 11 19.00603308806178 0.000000000000000
 12 19.45326958227610 0.000000000000000

 spin=1 k-point=3/2404 Cartesian=0.03147643754127776 0.01817292968758716 0.000000000000000 (1303 plane wave)
 1 -3.430315382100150 0.0008333333333333723
 2 1.917829744355394 0.0008333333333333666
 3 2.415307920809666 0.0008333333332131927
 4 12.26678446262908 0.000000000000000
 5 13.71505122273323 0.000000000000000
 6 14.75750797670333 0.000000000000000
 7 17.67290247161926 0.000000000000000
 8 17.67932352873201 0.000000000000000
 9 17.70313833089755 0.000000000000000
 10 18.61737891715227 0.000000000000000
 11 18.78013317542948 0.000000000000000
 12 19.03726492334810 0.000000000000000

 spin=1 k-point=4/2404 Cartesian=0.04721465631192092 0.02725939453138321 0.000000000000000 (1307 plane wave)
 1 -3.184441518795317 0.0008333333333333723
 2 2.164813385029460 0.0008333333333325705
 3 2.651848163604168 0.0008333333197065703
 4 10.59414066777191 0.000000000000000
 5 12.97534836324350 0.000000000000000
 6 14.04774741336398 0.000000000000000
 7 15.99467005891368 0.000000000000000
 8 16.33072619515877 0.000000000000000
 9 18.43152491509171 0.000000000000000
 10 18.78575992820538 0.000000000000000
 11 18.91831369464585 0.000000000000000
 12 18.93891023617272 0.000000000000000

 spin=1 k-point=5/2404 Cartesian=0.06295287508255960 0.03634585937517668 0.000000000000000 (1295 plane wave)
 1 -2.840332485208257 0.0008333333333333723
 2 2.510415362234299 0.0008333333325281349
 3 2.980119550565417 0.0008333236568255844
 4 9.004470496430409 0.000000000000000
 5 12.33275824402383 0.000000000000000
 6 13.33302601320629 0.000000000000000
 7 14.38630921810874 0.000000000000000
 8 14.96738455492661 0.000000000000000
 9 17.78919098965039 0.000000000000000
 10 18.15071515316621 0.000000000000000
 11 18.72587335937332 0.000000000000000
 12 18.84612914125611 0.000000000000000

 spin=1 k-point=6/2404 Cartesian=0.07869109385319829 0.04543232421897014 0.000000000000000 (1294 plane wave)
 1 -2.398124194060192 0.0008333333333333723
 2 2.954385771234759 0.0008333275497119549
 3 3.393687333314095 0.0007971387278254197
 4 7.514019417932492 0.000000000000000
 5 11.78848119443206 0.000000000000000
 6 12.51303428122226 0.000000000000000
 7 12.86690618105373 0.000000000000000
 8 13.84130401795107 0.000000000000000
 9 17.24494427642496 0.000000000000000
 10 17.61065212376043 0.000000000000000
 11 18.19370194348543 0.000000000000000
 12 18.67000378588646 0.000000000000000

 spin=1 k-point=7/2404 Cartesian=0.09442931262383697 0.05451878906276361 0.000000000000000 (1294 plane wave)
 1 -1.858031176534487 0.0008333333333333723
 2 3.496225379874252 0.0006159264954996269
 3 3.865712947820925 1.455413036678314e-06
 4 6.152969620092333 0.000000000000000
 5 11.34292857242423 0.000000000000000
 6 11.44223059221583 0.000000000000000
 7 11.47378461070186 0.000000000000000
 8 13.09854475810270 0.000000000000000
 9 16.79954653451325 0.000000000000000
 10 17.16763827762778 0.000000000000000
 11 17.74728339758963 0.000000000000000
 12 18.46299292713989 0.000000000000000

 spin=1 k-point=8/2404 Cartesian=0.1101675313944757 0.06360525390655708 0.000000000000000 (1298 plane wave)
 1 -1.220400486889932 0.0008333333333333723
 2 4.134795830947186 6.706827294428915e-09
 3 4.139901785071002 6.055746648982438e-09
 4 5.178116869535391 0.000000000000000
 5 10.11569209494018 0.000000000000000
 6 10.32821632349827 0.000000000000000
 7 10.99628191366976 0.000000000000000
 8 12.64083590764010 0.000000000000000
 9 16.45308132985279 0.000000000000000
 10 16.82256581401565 0.000000000000000
 11 17.39880408043510 0.000000000000000
 12 18.26969480797385 0.000000000000000

 spin=1 k-point=9/2404 Cartesian=0.1259057501651188 0.07269171875035313 0.000000000000000 (1296 plane wave)
 1 -0.4858291334011184 0.0008333333333333723
 2 3.343634451269418 0.0008196564270549426
 3 4.866796880799234 2.940618782405744e-15
 4 5.459441604160473 0.000000000000000
 5 8.891723517882626 0.000000000000000
 6 9.205273238909779 0.000000000000000
 7 10.74863092252116 0.000000000000000
 8 12.35003038507481 0.000000000000000
 9 16.20558529390495 0.000000000000000
 10 16.57587196613447 0.000000000000000
 11 17.14967380269703 0.000000000000000
 12 18.11722682341881 0.000000000000000

 spin=1 k-point=10/2404 Cartesian=0.1416439689357575 0.08177818359414660 0.000000000000000 (1290 plane wave)
 1 0.3445364145408275 0.0008333333333333723
 2 2.278634611880967 0.0008333333333255613
 3 5.676867030413995 0.000000000000000
 4 6.180609983252548 0.000000000000000
 5 7.786279568155082 0.000000000000000
 6 8.166934326995507 0.000000000000000
 7 10.60002445083057 0.000000000000000
 8 12.18399656237768 0.000000000000000
 9 16.05708022934697 0.000000000000000
 10 16.42778277634597 0.000000000000000
 11 17.00016200597694 0.000000000000000
 12 18.02075019774293 0.000000000000000

 spin=1 k-point=11/2404 Cartesian=0.1573821877063962 0.09086464843794005 0.000000000000000 (1300 plane wave)
 1 1.254100004436593 0.0004166666666666862
 2 1.282730983407883 0.0004166666666666862
 3 6.317764224574405 0.000000000000000
 4 6.784479264987397 0.000000000000000
 5 7.046894718481878 0.000000000000000
 6 7.464234667333602 0.000000000000000
 7 10.55048647112676 0.000000000000000
 8 12.12967551438675 0.000000000000000
 9 16.00757672739871 0.000000000000000
 10 16.37840828351292 0.000000000000000
 11 16.95032194674406 0.000000000000000
 12 17.98782788119806 0.000000000000000

 spin=1 k-point=12/2404 Cartesian=0.000000000000000 0.01817292968758739 0.000000000000000 (1301 plane wave)
 1 -3.577870216297949 0.0008333333333333723
 2 1.769596301757912 0.0008333333333333720
 3 2.272784257673826 0.0008333333333264240
 4 13.98269361906043 0.000000000000000
 5 14.54607325719000 0.000000000000000
 6 15.43951245179154 0.000000000000000
 7 16.57548866527543 0.000000000000000
 8 17.49062203809523 0.000000000000000
 9 18.26065411051800 0.000000000000000
 10 18.59101910745805 0.000000000000000
 11 19.00603309148686 0.000000000000000
 12 19.45326958459989 0.000000000000000

 spin=1 k-point=13/2404 Cartesian=0.01573821877063908 0.02725939453138109 0.000000000000000 (1294 plane wave)
 1 -3.479497784199977 0.0008333333333333723
 2 1.868422084150475 0.0008333333333333701
 3 2.367846825299305 0.0008333333332868577
 4 13.12974901483305 0.000000000000000
 5 13.15614622975403 0.000000000000000
 6 15.92107699150164 0.000000000000000
 7 16.41298362782327 0.000000000000000
 8 18.25548430354026 0.000000000000000
 9 18.29282167535590 0.000000000000000
 10 18.48202089071050 0.000000000000000
 11 18.78305097973028 0.000000000000000
 12 18.86326779453492 0.000000000000000

 spin=1 k-point=14/2404 Cartesian=0.03147643754127776 0.03634585937517455 0.000000000000000 (1305 plane wave)
 1 -3.282782928603176 0.0008333333333333723
 2 2.066032147165258 0.0008333333333332611
 3 2.557424134362269 0.0008333333312716172
 4 11.45200726666135 0.000000000000000
 5 12.37118666930273 0.000000000000000
 6 15.39864836994220 0.000000000000000
 7 16.81343290514197 0.000000000000000
 8 16.97213283440047 0.000000000000000
 9 17.41192547566426 0.000000000000000
 10 17.93695122984117 0.000000000000000
 11 18.04253510339965 0.000000000000000
 12 18.93418797894502 0.000000000000000

 spin=1 k-point=15/2404 Cartesian=0.04721465631192092 0.04543232421897060 0.000000000000000 (1295 plane wave)
 1 -2.987789417044641 0.0008333333333333723
 2 2.362331189753966 0.0008333333332917160
 3 2.840056886847113 0.0008333327456353225
 4 9.821352788972895 0.000000000000000
 5 11.68494290123564 0.000000000000000
 6 14.63715129916795 0.000000000000000
 7 15.19914582399667 0.000000000000000
 8 15.73102234359650 0.000000000000000
